Key;English;French;German;Polish;Spanish;Italian;Swedish;Czech;Hungarian;Dutch;Portuguese;Russian;Finnish;
carronade_desc;The carronade was a short smoothbore,cast iron cannon, It was used from the 1770s to the 1850s. Its main function was to serve as a powerful, short-range anti-ship and anti-crew weapon. While considered very successful early on, carronades eventually disappeared as long-range naval artillery led to fewer and fewer close-range engagements.;;;;;;;;;;;;;
iron_artillery_production;Iron Artillery Production;;;;;;;;;;;;;
iron_artillery_production_desc;We have advanced our methods of producing artillery. These must be communicated to our factories,so modern artillery may be mass-produced for our armies.;;;;;;;;;;;;;
twelve_pounder;Twelve Pounder;;;;;;;;;;;;;
twelve_pounder_desc;The twelve-pound cannon is a cannon that fires twelve-pound projectiles from its barrel, as well as grapeshot,chainshot, shrapnel, and later shells and canister shot.;;;;;;;;;;;;;
rifled_barrels;Rifled Barrels;;;;;;;;;;;;;
rifled_barrels_desc;Rifling is the process of making helical grooves in the barrel of a gun or firearm, which imparts a spin to a projectile around its long axis. This spin serves to gyroscopically stabilize the projectile, improving its aerodynamic stability and accuracy.;;;;;;;;;;;;;
76_millimeter_gun;76 Millimeter Gun;;;;;;;;;;;;;
76_millimeter_gun_desc;Artillery weapons have become even larger, and capable of delivering even larger ordinance. These weapons are the future of modern warfare.;;;;;;;;;;;;;
railroad_guns;Railroad Guns;;;;;;;;;;;;;
railroad_guns_desc;A railroad gun is a large artillery piece, often surplus naval ordnance, mounted on, transported by and fired from a specially-designed railway wagon.;;;;;;;;;;;;;
howitzer;Howitzer;;;;;;;;;;;;;
howitzer_desc;A howitzer is a type of artillery piece characterized by a relatively short barrel and the use of comparatively small propellant charges to propel projectiles at relatively high trajectories, with a steep angle of descent.;;;;;;;;;;;;;
mortar;Mortar;;;;;;;;;;;;;
mortar_desc;A mortar is an indirect fire weapon that fires shells at low velocities, short ranges, and high-arcing ballistic trajectories. It is typically muzzle-loading and has a barrel length less than 15 times its caliber.;;;;;;;;;;;;;
self_propelled_artillery;Self-Propelled Artillery;;;;;;;;;;;;;
self_propelled_artillery_desc;The weakness of artillery has always been its lack of mobility, and considering that mobility is quickly becoming the hallmark of a modern army, it is becoming increasingly clear that new methods must be developed to move artillery from one front to the next.;;;;;;;;;;;;;
tinned_fruit;Tinned Fruit;;;;;;;;;;;;;
tinned_fruit_desc;The process of preserving fruit in tin cans was one of the earliest methods of mass food production, and led to the consumption of produce in places that weren't already near farming areas.;;;;;;;;;;;;;
The_New_Deal;The 'New Deal';;;;;;;;;;;;;
The_New_Deal_desc;The New Deal is a system of economic programs designed to combat economic depression and focused on the 3 R's: relief, recovery, and reform. That is, relief for the unemployed and poor, recovery of the economy to normal levels, and reform of the financial system to prevent a repeat depression.;;;;;;;;;;;;;
inclosure;Inclosure;;;;;;;;;;;;;
inclosure_desc;Inclosure is the process which was used in order to end some traditional rights, such as mowing meadows for hay, or grazing livestock on land which is owned by another person. Under inclosure, such land is fenced and deeded or entitled to one or more owners. By the 19th century, unenclosed commons had become largely restricted to rough pasture in mountainous areas and in relatively small parts of the lowlands.;;;;;;;;;;;;;
regenerative_forestry;Regenerative Forestry;;;;;;;;;;;;;
regenerative_forestry_desc;New methods of harvesting our nation's forests must be undertaken, in order to ensure that these resources remain sustainable as techniques for harvesting lumber become more advanced.;;;;;;;;;;;;;
freud;Sigmund Freud;;;;;;;;;;;;;
freud_desc;Sigmund Freud was an Austrian neurologist who founded the disciple of psychoanalysis. He is best known for his theories on the unconscious mind and the mechanism of repression, and for creating the clinical method of psychoanalysis for investigating the mind and treating psychpathology through dialogue between a patient and a psychoanalyst. Freud established sexual drives as the primary motivational forces of human life, developed therapeutic techniques such as the use of free association, discovered the phenomenon of transference in the therapeutic relationship and established its central role in the analytic process.;;;;;;;;;;;;;
jung;Carl Jung;;;;;;;;;;;;;
jung_desc;Carl Gustav Jung was a Swiss psychiatrist, an influential thinker, and the founder of analytical psychology. Jung is often considered the first modern psychologist to state that the human psyche is 'by nature religious' and to explore it in depth. Those not the first to analyze dreams, he has become perhaps one of the most well-known pioneers in the field of dream analysis. Unlike Freud, he was a self-described natural scientist and not a theoretical psychologist. For Jung this salient distinction revolved around his initial process of deep observation followed by categorizations rather than the reverse process of imagining what categories exist and then proceeding to seek for proof of and then discover that one was correct.;;;;;;;;;;;;;
military_psychology;Military Psychology;;;;;;;;;;;;;
military_psychology_desc;Military psychology is the research, design and application of psychological theories and experimentation data towards understanding, predicting and countering behaviours either in friendly or enemy forces or civilian populations that may be undesirable, threatening or potentially dangerous to the conduct of military operations. Military psychology is applied towards counseling and treatment of stress and fatigue of military personnel or military families as well as treatment of psychological trauma suffered as a result of military operations.;;;;;;;;;;;;;
spinning_jenny;Spinning Jenny;;;;;;;;;;;;;
spinning_jenny_desc;The spinning jenny is a multi-tool spinning frame. The device reduced the amount of work needed to produce yarn, with a worker able to work eight or more spools at once. It advanced the efficiency of the textile industry a great deal, and was one of the driving forces behind the Industrial Revolution in many textile-based countries.;;;;;;;;;;;;;
seafood_packing;Seafood Packing;;;;;;;;;;;;;
seafood_packing_desc;The ability to preserve seafood was the first step in permitting such food to reach parts of the country that did not live by the coast, thereby assisting in the growth of large urban centers.;;;;;;;;;;;;;
logging;Logging;;;;;;;;;;;;;
logging_desc;Logging is the process of systematically harvesting a country's timber resources, replacing traditional methods of lumberjacking that relied primarily on disorganized groups of laborers cutting down what trees they could find and selling the timber on the market in a manner similar to farmers.;;;;;;;;;;;;;
alite;Alite;;;;;;;;;;;;;
alite_desc;Alite is a name for tricalcium silicate. It is the major, and characteristic, mineral phases in Portland cement.;;;;;;;;;;;;;
mechanised_plantations;Mechanized Plantations;;;;;;;;;;;;;
mechanised_plantations_desc;The introduction of mechanization to plantations allowed for harvesting to occur more rapidly, and for far more land to be manageable by the individual farmer. This freed up a great deal of labor, and led to the growth of urban centers.;;;;;;;;;;;;;
portland_cement;Portland Cement;;;;;;;;;;;;;
portland_cement_desc;Portland cement is the most common type of cement in general use around the world because it is a basic ingredient of concrete, mortar, stucco and most non-specialty grout.;;;;;;;;;;;;;
cattle_breeding_program;Cattle Breeding Program;;;;;;;;;;;;;
cattle_breeding_program_desc;New methods of breeding livestock have led to a boom in cattle and horse populations, and permitted the average rancher far more control over the quality of his stock.;;;;;;;;;;;;;
cattle_trucks;Cattle Trucks;;;;;;;;;;;;;
cattle_trucks_desc;The introduction of automobiles has also had one ancillary benefit: the development of cattle trucks, large enough to hold multiple cattle at once and speed up the process of delivering livestock for slaughter.;;;;;;;;;;;;;
tree_plantations;Tree Plantations;;;;;;;;;;;;;
tree_plantations_desc;The development of plantations specifically created for timber harvest reduced the reliance on naturally-occurring forests for logging.;;;;;;;;;;;;;
advanced_machining_techniques;Advanced Machinery Techniques;;;;;;;;;;;;;
advanced_machining_techniques_desc;As our country's familiarity with machinery production grows, so too does the development of new techniques in producing machine parts advance. Already new methods have been introduced which reduce the reliance on human labor in order to produce industrial parts.;;;;;;;;;;;;;
advanced_drilling_techniques;Advanced Drilling Techniques;;;;;;;;;;;;;
advanced_drilling_techniques_desc;New methods of pumping oil from the ground are becoming available, meaning that oil can be harvested in a far more efficient manner.;;;;;;;;;;;;;
mechanized_farming_equipment;Mechanized Farming Equipment;;;;;;;;;;;;;
mechanized_farming_equipment_desc;Traditional methods of harvest are slowly being discarded as new, mechanical inventions are being produced. These will greatly speed up a farm's harvest, and allow the individual farm to cover much greater area than ever before.;;;;;;;;;;;;;
mechanized_wells;Mechanized Oil Wells;;;;;;;;;;;;;
mechanized_wells_desc;The ability to pump oil from the ground through automated machinery has greatly increased the capacity of the individual well. Already production has begun to skyrocket.;;;;;;;;;;;;;
industrial_farming;Industrial Farming;;;;;;;;;;;;;
industrial_farming_desc;The notion of a farm being the province a single family or landowner is slowly becoming a thing of the past. The production of food is an industry, and the cost of farm machinery simply beyond the means of many. Large businesses are stepping in, creating industrial farms that are more akin to factories than anything else.;;;;;;;;;;;;;
nitrate_extraction_process;Nitrate Extraction Process;;;;;;;;;;;;;
nitrate_extraction_process_desc;As the understanding of chemistry increases, so too does our ability to extract needed nitrates advance.;;;;;;;;;;;;;
copper_pits;Copper Pits;;;;;;;;;;;;;
copper_pits_desc;Methods of mining copper are slowly advancing, increasing our ability to extract the ore and allowing our individual copper mines to become far more productive.;;;;;;;;;;;;;
zinc_alloys;Zinc Alloys;;;;;;;;;;;;;
zinc_alloys_desc;Zinc, also known as spelter, is incredibly useful in the creation of many alloys. Methods of creating those alloys have advanced our production of bronze.;;;;;;;;;;;;;
brass;Brass;;;;;;;;;;;;;
brass_desc;Bronze is principally an alloy of copper and tin, while brass is an alloy of copper and zinc. Brass is often used for decoration, due to its bright gold-like appearance, but it is also used for applications where low friction is requir3ed such as locks, gears, bearings,ammunition, and valves.;;;;;;;;;;;;;
poudre_b;Poudre B;;;;;;;;;;;;;
poudre_b_desc;Meaning 'poudre blanch' or 'white powder', poudre b was the first smokeless gunpowder, three times more powerful than black powder for the same weight.;;;;;;;;;;;;;
cordite;Cordite;;;;;;;;;;;;;
cordite_desc;Cordite is a family of smokeless propellants used to replace gunpowder. It entered primary use in large weapons such as tank guns, artillery and naval guns.;;;;;;;;;;;;;
pharmaceuticals;Pharmaceuticals;;;;;;;;;;;;;
pharmaceuticals_desc;The advancement of medicine has led to the development of proper pharmaceuticals, especially those using opiates, as a method of medical treatment replacing more traditional methods.;;;;;;;;;;;;;
artficial_nitrates;Artificial Nitrates;;;;;;;;;;;;;
artficial_nitrates_desc;Our undertstanding of chemistry has led to the development of artificial nitrates, reducing our dependency on naturally-extracted nitrates in sulphur production.;;;;;;;;;;;;;
synthetic_rubber;Synthetic Rubber;;;;;;;;;;;;;
synthetic_rubber_desc;The process of chemically producing rubber, something which has grown in importance due to its involvement in so many industrial processes, will permit us to reduce our reliance on natural sources.;;;;;;;;;;;;;
penicillin;Penicillin;;;;;;;;;;;;;
penicillin_desc;Antibiotics derived from Penicillium fungi, they became significant because they were the first drugs effective against many serious diseases such as syphilis and staphylococcus infections.;;;;;;;;;;;;;
methyl_isoprene;Methyl Isoprene;;;;;;;;;;;;;
methyl_isoprene_desc;The development of isoprene will allow our rubber plants to produce better forms of artificial rubber, perhaps even making rubber that is far preferable to the real thing.;;;;;;;;;;;;;
the_open_door;The Open Door;;;;;;;;;;;;;
citizenship_tests;Citizenship Tests;;;;;;;;;;;;;
passports;Passports;;;;;;;;;;;;;
franz_boas;Franz Boas;;;;;;;;;;;;;
franz_boas_desc;Franz Boas was a German-American anthropologist, a pioneer of modern anthropology who has been called the 'Father of Modern Anthropology'. He applied the scientific method to the study of human cultures and societies. Previously this discipline was based on the formulation of grand theories around anecdotal knowledge.;;;;;;;;;;;;;
marcel_mauss;Marcel Mauss;;;;;;;;;;;;;
marcel_mauss_desc;Marcel Mauss was a French sociologst. Mauss' academic work traversed the boundaries between sociology and anthropology. Today, he is perhaps better recognised for his influence on the latter discipline, particularly with respect to his analyses of topics such as magic, sacrifice and gift exchange in primitive cultures.;;;;;;;;;;;;;
branislaw_malinowski;Bronislaw Malinowski;;;;;;;;;;;;;
branislaw_malinowski_desc;Bronislaw Kasper Malinowski was a Polish anthropologist, widely considered one of the most important modern anthropoligists, and also influential in structural functionalist sociology. His pioneering ethnographic fieldwork made a major contribution to the study of Melanesia and of phenomena relating to reciprocity.;;;;;;;;;;;;;
flinders_petrie;Flinders Petrie;;;;;;;;;;;;;
flinders_petrie_desc;Professor Sir William Flinders Petrie was an English Egyptologist and a pioneer of systematic methodology in archaeology. He held the first chair of Egyptology in the United Kingdom, and excavated at many of the most important archaeological sites in Egypt, such as Naukratis, Tanis, Abydos and Amarna. Some consider his most famous discovery to be that of the Mernetaph Stele.;;;;;;;;;;;;;
jg_taylor;John George Taylor;;;;;;;;;;;;;
jg_taylor_desc;A noted British mathematical physicist who pioneered work in artificial intelligence.;;;;;;;;;;;;;
cl_wooley;Charles Leonard Woolley;;;;;;;;;;;;;
cl_wooley_desc;Sir Charles Leonard Woolley was a British archaeologist best known for his excavations at Ur in Mesopotamia. He is considered to have been one of the first 'modern' archaeologists.;;;;;;;;;;;;;
arthur_evans;Arthur Evans;;;;;;;;;;;;;
arthur_evans_desc;Sir Arthur John Evans was a British archaeologist most famous for unearthing the palace of Knossos on the Greek island of Crete and for developing the concept of Minoan civilization from the structures of the artifacts found there and elsewhere throughout the eastern Mediterranean.;;;;;;;;;;;;;
heinrich_schliemann;Heinrich Schliemann;;;;;;;;;;;;;
heinrich_schliemann_desc;Heinrich Schliemann was a German businessman and archaeologist, and an advocate of the historical reality of places mentioned in the works of Homer. Schliemann was an archaeological excavator of Troy, along with the Mycenaean sites of Mycenae and Tiryns. His work lent weight to the idea that Homer's Iliad and Virgil's Aeneid reflect actual historical events.;;;;;;;;;;;;;
emile_dirkheim;Emile Durkheim;;;;;;;;;;;;;
emile_dirkheim_desc;David Emile Durkheim was a French sociologist. He formally established the academic discipline and, with Karl Marx and Max Weber, is commonly cited as the principal architect of modern social science.;;;;;;;;;;;;;
max_weber;Max Weber;;;;;;;;;;;;;
max_weber_desc;Karl Emil Maximilian Weber was a German sociologist and political economist who profoundly influenced social theory, social research, and the discipline of sociology itself. Weber's major works dealt with the rationalization and 'disenchantment' he associated with the rise of capitalism and modernity.;;;;;;;;;;;;;
ferdinand_de_saussure;Ferdinand de Saussure;;;;;;;;;;;;;
ferdinand_de_saussure_desc;Ferdinand de Saussure was a Swiss linguist whose ideas laid a foundation for many significant developments in linguistics in the 20th century. Saussure is widely considered to be one of the fathers of modern linguistics.;;;;;;;;;;;;;
william_hamilton;William Hamilton;;;;;;;;;;;;;
william_hamilton_desc;Sir William Rowan Hamilton (4 August 1805 – 2 September 1865) was an Irish physicist, astronomer, and mathematician, who made important contributions to classical mechanics, optics, and algebra. His studies of mechanical and optical systems led him to discover new mathematical concepts and techniques.;;;;;;;;;;;;;
soren_kierkegaard;Søren Kierkegaard;;;;;;;;;;;;;
soren_kierkegaard_desc;Søren Aabye Kierkegaard was a Danish philosopher, theologian and religious author interested in human psychology. He strongly criticized many modern philosophers and the Christianity of the State Church versus the Free Church. Much of his philosophical work deals with the issues of how one lives as a 'single individual', giving priority to concrete human reality over abstract thinking, and highlighting the importance of personal choice and commitment.;;;;;;;;;;;;;
the_nancy_school;The Nancy School;;;;;;;;;;;;;
the_nancy_school_desc;The Nancy School was an early French suggestion-centred school of psychotherapy founded by Ambroise-Auguste Liebeault. Whilst its work centred on the application of what they termed 'suggestive therapeutics', they also maintained that hypnosis significantly amplified the efficacy of the suggestions so offered.;;;;;;;;;;;;;
emile_coue;Émile Coué;;;;;;;;;;;;;
emile_coue_desc;Émile Coué was a French psychologist and pharmacist who introduced a method of psychotherapy and self-improvement based on optimistic autosuggestion. Coue maintained that curing some of our troubles requires a change in our unconscious thought, which can only be achieved by using our imagination.;;;;;;;;;;;;;
neurology;Neurology;;;;;;;;;;;;;
neurology_desc;Neurology is a medical specialty dealing with disorders of the nervous system. Specifically, it deals with the diagnosis and treatment of all categories of disease involving the central,peripheral, and autonomic nervous systems.;;;;;;;;;;;;;
alfred_nobel;Alfred Nobel;;;;;;;;;;;;;
alfred_nobel_desc;Alfred Bernhard Nobel was a Swedish chemist, engineer, innovator, and armaments manufacturer. He is the inventor of dynamite, and in his last will he used his enormous fortune to institute the Nobel Prizes.;;;;;;;;;;;;;
archibald_scott_couper;Archibald Scott Couper;;;;;;;;;;;;;
archibald_scott_couper_desc;Archibald Scott Couper was a Scottish chemist who proposed an early theory of chemical structure and bonding. He developed the concepts of tetravalent carbon atoms linking together to form large molecules, and that the bonding order of the atoms in a molecule can be determined from chemical evidence.;;;;;;;;;;;;;
florence_nightingale;Florence Nightingale;;;;;;;;;;;;;
florence_nightingale_desc;Florence Nightingale was a celebrated English nurse, writer and statistician. A Christian universalist, Nightingale believed that God had called her to be a nurse. She came to prominence for her pioneering work in nursing during the Crimean War, where she tended to wounded soldiers. She was dubbed 'The Lady with the Lamp' after her habit of making rounds at night.;;;;;;;;;;;;;
dmitri_mendeleev;Dmitri Mendeleev;;;;;;;;;;;;;
dmitri_mendeleev_desc;Dmitri Ivanovich Mendeleev was a Russian chemist and inventory. He is credited as being the creator of the first version of the periodic table of elements. Using the table, he predicted the properties of elements yet to be discovered.;;;;;;;;;;;;;
the_periodic_table;The Periodic Table;;;;;;;;;;;;;
the_periodic_table_desc;The periodic table of the chemical elements is a tabular display of the chemical elements. Although precursors to this table exist, its invention is generally credited to Russian chemist Dmitri Mendeleev, who intended the table to illustrate recorring trends in properties of the elements.;;;;;;;;;;;;;
lenin;Vladimir Lenin;;;;;;;;;;;;;
lenin_desc;Vladimir Ilyich Lenin was a Russian Marxist revolutionary, author, lawyer, economic theorist, political philosopher as well as the creator of the Soviet Communist Party and the leader of the 1917 October Revolution. As a theorist, his extensive theoretical and philisophical contributions to Marxism produced Leninism.;;;;;;;;;;;;;
trotsky;Leon Trotsky;;;;;;;;;;;;;
trotsky_desc;Leon Trotsky was a Bolshevik revolutionary and Marxist theorist. Trotsky was one of the leaders of the Russian October Revolution, second only to Vladimir Lenin.;;;;;;;;;;;;;
mussolini;Benito Mussolini;;;;;;;;;;;;;
mussolini_desc;Benito Amilcare Andrea Mussolini was an Italian politician who led the National Fascist Party and is credited with being one of the key figures in the creation of Fascism.;;;;;;;;;;;;;
prophylactics;Prophylactics;;;;;;;;;;;;;
prophylactics_desc;The invention of modern methods of voluntary birth control are having a profound effect on the national birth rate, as citizens (particularly the wealthy) are able to exert far more control over when and how often they have children.;;;;;;;;;;;;;
joseph_lister;Joseph Lister;;;;;;;;;;;;;
joseph_lister_desc;Joseph Lister was a British surgeon and a pioneer of antiseptic surgery, who promoted the idea of sterile surgery while working at the Glasgow Royal Infirmary. Lister successfully introduced carbolic acide to sterilise surgical instruments and to clean wounds, which led to reducing post-operative infections and made surgery safer for patients.;;;;;;;;;;;;;
louis_pasteur;Louis Pasteur;;;;;;;;;;;;;
louis_pasteur_desc;Louis Pasteur was a French chemist and microbioligist who is remembered for his remarkable breakthroughs in the causes and preventions of diseases. His discoveries reduced mortality from puerperal fever, and he created the first vaccine for rabies and anthrax. He was best known to the public for inventing a method to stop milk and wine from causing sickness, a process that came to be called pasteurization.;;;;;;;;;;;;;
robert_koch;Robert Koch;;;;;;;;;;;;;
robert_koch_desc;Robert Koch was a Prussian physician who is consdiered one of the founders of microbiology, inspiring such major figures as Paul Ehrlich and Gerhard Domagk.;;;;;;;;;;;;;
cholera_vaccine;Cholera Vaccine;;;;;;;;;;;;;
cholera_vaccine_desc;A vaccine has been developed which should stop the spread of cholera in our country, and which indeed should be a blow against the affliction throughout the world.;;;;;;;;;;;;;
anaesthesia;Anaesthesia;;;;;;;;;;;;;
anaesthesia_desc; The development of anaesthesia will allows patients to undergo surgery without the distress and pain they would otherwise experience. It is an incredible advancement in medical technology.;;;;;;;;;;;;;
antitoxins;Antitoxins;;;;;;;;;;;;;
antitoxins_desc;The development of antitoxins is an advance that not only allows the medical field to combat poisons, but also to develop and further their understanding of how to kill bacteria and other microorganisms which are responsible for many afflictions.;;;;;;;;;;;;;
vitamins;Vitamins;;;;;;;;;;;;;
vitamins_desc;Until the development of vitamins, the only method that nutrients could be obtained was solely through food intake. Vitamins will increase the health of our populace greatly.;;;;;;;;;;;;;
sanitation;Sanitation;;;;;;;;;;;;;
sanitation_desc;It was not until the development of sanitation that the presence of waste and sewage in cities was even considered to be a health issue. Once methods were introduced to remove waste and keep the streets clean, it became possible for rodent infestations to be reduced in size and for cities to rapidly grow.;;;;;;;;;;;;;
small_families;Small Families;;;;;;;;;;;;;
small_families_desc;Our people are currently focused on improving their lives and the lives of their families, no longer worried as they once were of high mortality. The average family is now considered to be much smaller than it once was, and large numbers of children are no longer encouraged or considered the norm.;;;;;;;;;;;;;
medium_families;Medium Families;;;;;;;;;;;;;
medium_families_desc;A cultural shift has begun which has led to families no longer being as large as they once were. Having many children, in order to see them live to adulthood and carry on tradition, is no longer considered the norm. It is, however, still considered important for families to have as many children as they can afford.;;;;;;;;;;;;;
large_families;Large Families;;;;;;;;;;;;;
large_families_desc;A cultural shift has begin towards families having many children, with the resulting strain on educational facilities. Having many children is considered to be a sign of success, despite the economic hardships that might otherwise be endured.;;;;;;;;;;;;;
thomas_robert_malthus;Thomas Robert Malthus;;;;;;;;;;;;;
thomas_robert_malthus_desc;Thomas Robert Malthus was a British scholar, influential in political economy and demography. Malthus popularised the economic theory of rent.;;;;;;;;;;;;;
defamation_of_women;Defamation of Woman;;;;;;;;;;;;;
defamation_of_women_desc;A cultural shift has begun which assigns to women a lesser status than that of men, even beyond their traditional inability to partake in politics. Common thought is that women are lesser creatures, best suited as chattel and as producers of children.;;;;;;;;;;;;;
child_labour;Child Labour;;;;;;;;;;;;;
child_labour_desc;The advancement of the industrial revolution has meant a shortage of workers, and thus industrialists have turned to the cheapest and most plentiful source of labour they can find: children. For many children in the cities, where there is no other work available and their families are already struggling to survive, they have very little choice but to submit themselves to impossible conditions.;;;;;;;;;;;;;
slums;Slums;;;;;;;;;;;;;
slums_desc;The influx of people from rural areas to the cities has led to a burgeoning growth in the urban poor, as well as the rapid expansion of poor areas which have come to be known as 'slums'. These are areas plagued by crime and avoided by the wealthy, and ultimately have placed a cap on just how quickly these cities can grow before they become impossible to manage.;;;;;;;;;;;;;
deep_mines;Deep Mines;;;;;;;;;;;;;
deep_mines_desc;The development of new mining techniques, most involving mechanical equipment,has led to the development of mines able to go deeper into the earth than ever before. Labour conditions in these mines are harsh, and accidents not uncommon.;;;;;;;;;;;;;
smog;Smog;;;;;;;;;;;;;
smog_desc;The rapid spread of industry and coal-burning fuels has led to the presence of 'smog' in many cities, a combination of smoke and fog which leads to unsanitary urban conditions and many health complications.;;;;;;;;;;;;;
clausewitzian_theory;Clausewitzian Theory;;;;;;;;;;;;;
clausewitzian_theory_desc;Carl von Clausewitz was a Prussian soldier and German military theorist who stressed the moral and political aspects of war. He espoused a romantic or Hegelian conception of warfare, stressing the dialectic of how opposite factors interact, and noting how unexpected new developments unfolding under the fog of war called for rapid decisions by alert commanders. Clausewitz saw history as a complex check on abstractions that did not accord with experience.;;;;;;;;;;;;;
jominian_attitude;Jominian Attitude;;;;;;;;;;;;;
jominian_attitude_desc;Antoine-Henri Jomini was a general in the French and later Russian service, and one of the most celebrated writers on the Napoleonic art of war. He took the view that the amount of force deployed should be kept to the minimum in order to lower casualties and that war was a science, not an art. While in Russian service, Jomini tried hard to promote a more scientific approach at the general staff academy he helped found.;;;;;;;;;;;;;
turbine_driven_trawlers;Turbine Driven Trawlers;;;;;;;;;;;;;
turbine_driven_trawlers_desc;With new turbines added to trawlers across the country, who needs actual fishermen?;;;;;;;;;;;;;
Power_transformer;Power Transformer;;;;;;;;;;;;;
Power_transformer_desc;The transformer, and Tesla's polyphase and single-phase induction motors, were essential for a combined AC distribution system for both lighting and machinery. Ownership of the rights to the Tesla patents was a key advantage to the Westinghouse Company in offering a complete alternating current power system for both lighting and power.;;;;;;;;;;;;;
ship_cannon_building_desc;Methods of constructing large-scale artillery which can be mounted on warships has improved greatly, allowing us the ability to improve the firepower capability across our entire navy.;;;;;;;;;;;;;
declaration_of_the_rights_of_man;Declaration of the Rights of Man;;;;;;;;;;;;;
declaration_of_the_rights_of_man_desc;The Declaration of the Rights of Man and of the Citizen, a fundamental document of the French Revolution, defined the individual and collective rights of all the estates of the realm as universal.;;;;;;;;;;;;;
caste_privileges;Caste Privilege;;;;;;;;;;;;;
caste_privileges_desc;An early goal of British Imperialists in India was to create a class of local elites in their own image. They were successful, forming a new caste of wealthy Indians who rose to prominence within the colony.;;;;;;;;;;;;;
sati_abolished;Abolishment of Sati;;;;;;;;;;;;;
sati_abolished_desc;The abolishment of Sati funeral practices, where a recent widow immolated herself on her husband's grave, was incredibly unpopular in some parts of India.;;;;;;;;;;;;;
pig_fat_cartridges;Pig Fat Cartridges;;;;;;;;;;;;;
pig_fat_cartridges_desc;The issuing of gunpowder cartridges which were believed to be greased with pig fat was considered an incredible insult by Sepoy soldiers, and further evidence of the growing cultural rift between Indians and colonial powers.;;;;;;;;;;;;;
irish_potato_blight;Potato Blight;Le mildiou de la pomme de terre;Kartoffelfäule;;;;;;;;;;;
irish_potato_blight_desc;Famine spreads as crops lie, dead and rotting, in our fields.;La famine s'étend tandis que les cultures pourrissent dans nos champs.;Hunger breitet sich aus, weil die Ernte tot und verfaulend auf unseren Feldern liegt.;;;;;;;;;;;
irish_republicans;Irish Republicans;;;;;;;;;;;;;
