Key;English;French;German;Polish;Spanish;Italian;Swedish;Czech;Hungarian;Dutch;Portuguese;Russian;Finnish;
HOL_colonial_company;Holsten;;;;;;;;;;;;;
HOL_dominion;Holsten;;;;;;;;;;;;;
SWH_colonial_company;Slesvig-Holsten;;;;;;;;;;;;;
SWH_dominion;Slesvig-Holsten;;;;;;;;;;;;;
BEL_conservative;Parti catholique;Katholieke Partij;Katholieke Partij;;Katholieke Partij;;;;;;;;;
AUS_conservative;Metternich's Faction;Faction de Metternich;Metternich-Fraktion;;Facci? de Metternich;;;;;;;;;
AUS_conservative_2;Kolovrat's Faction;Faction de Kolovrat;Kolovrat-Fraktion;;Facci? de Kolovrat;;;;;;;;;
AUS_reactionary;Neo-absolutists;N?-absolutistes;Neo-Absolutisten;;Neoabsolutistas;;;;;;;;;
AUS_socialist;Radicals;Radicaux;Radikale;;Radicales;;;;;;;;;
AUS_liberal;Verfassungspartei;F??alistes;F?eralisten;;Federalistas;;;;;;;;;
AUS_conservative_3;Bach's Faction;Faction de Bach;Bach's Faction;;Facci? de Bach;;;;;;;;;
AUS_conservative_4;The Iron Ring;Iron Ring;The Iron Ring;;El Anillo de Hierro;;;;;;;;;
AUS_socialist_2;Socialists;Socialistes;Socialists;;Socialistas;;;;;;;;;
AUS_reactionary_2;Christlichsoziale Partei;Radicaux allemands;German Radicals;;Radicales alemanes;;;;;;;;;
AUS_conservative_5;Sozialdemokratische Partei Österreichs;Conservateurs;Conservatives;;Conservadores;;;;;;;;;
AUS_liberal_2;Föderalistische;Grands propri?aires f??alistes;Federalist Great Proprietors;;Grandes Pro;;;;;;;;;
MLW_dominion;Nyasaland;;;;;;;;;;;;;
MLW_colonial_company;Nyasaland;;;;;;;;;;;;;
NAL_dominion;Natal;;;;;;;;;;;;;
NAL_colonial_company;Natal;;;;;;;;;;;;;
ZAM_dominion;Northern Rhodesia;;;;;;;;;;;;;
ZAM_colonial_company;Northern Rhodesia;;;;;;;;;;;;;
#AFG_prussian_constitutionalism;The Kingdom of Afghanistan;;;;;;;;;;;;;
#AFG_hms_government;The Kingdom of Afghanistan;;;;;;;;;;;;;
ITA_theocracy;The Papal Kingdom;;;;;;;;;;;;;
SGP_dominion;The Straits Settlement;;;;;;;;;;;;;
SGP_colonial_company;The Straits Settlement;;;;;;;;;;;;;
SGP_ADJ;Singaporean;;;;;;;;;;;;;
SGP;Singapore;;;;;;;;;;;;;
SGP_democracy_ADJ;Singapore;;;;;;;;;;;;;
SGP_liberal;Labour Front;;;;;;;;;;;;;
SGP_conservative;People's Action Party;;;;;;;;;;;;;
SGP_socialist;Barisan Sosialis;;;;;;;;;;;;;
SGP_reactionary;Progressive Party;;;;;;;;;;;;;
SGP_anarcho_liberal;National Union for Democracy and Progress;;;;;;;;;;;;;
SGP_communist;Singapore Communist Party;;;;;;;;;;;;;
SGP_fascist;Singapore Fascist Party;;;;;;;;;;;;;
MLY_colonial_company;The Malayan Union;;;;;;;;;;;;;
MLY_dominon;The Malayan Union;;;;;;;;;;;;;
MUG_colonial_company;The Dominion of India;;;;;;;;;;;;;
MUG_dominon;The Dominion of India;;;;;;;;;;;;;
RHO_colonial_company;Rhodesia;;;;;;;;;;;;;
RHO_dominion;Southern Rhodesia;;;;;;;;;;;;;
NEW_colonial_company;The Newfoundland Colony;;;;;;;;;;;;;
NEW_dominion;The Dominion of Newfoundland;;;;;;;;;;;;;
AST_colonial_company;Australia;;;;;;;;;;;;;
AST_dominion;The Dominion of Australia;;;;;;;;;;;;;
AST_absolute_monarchy;The Dominion of Australia;;;;;;;;;;;;;
AST_prussian_constitutionalism;The Dominion of Australia;;;;;;;;;;;;;
AST_hms_government;The Dominion of Australia;;;;;;;;;;;;;
NZL_colonial_company;The New Zealand Colony;;;;;;;;;;;;;
NZL_dominion;The Dominion of New Zealand;;;;;;;;;;;;;
NZL_absolute_monarchy;The Dominion of New Zealand;;;;;;;;;;;;;
NZL_prussian_constitutionalism;The Dominion of New Zealand;;;;;;;;;;;;;
NZL_hms_government;The Dominion of New Zealand;;;;;;;;;;;;;
CAN_colonial_company;The Dominion of Canada;;;;;;;;;;;;;
CAN_dominion;The Dominion of Canada;;;;;;;;;;;;;
CAN_absolute_monarchy;The Dominion of Canada;;;;;;;;;;;;;
CAN_prussian_constitutionalism;The Dominion of Canada;;;;;;;;;;;;;
CAN_hms_government;The Dominion of Canada;;;;;;;;;;;;;
VTU_colonial_company;New Hebrides;;;;;;;;;;;;;
VTU_dominion;New Hebrides;;;;;;;;;;;;;
SER_colonial_company;The Principality of Serbia;;;;;;;;;;;;;
SER_dominion;The Principality of Serbia;;;;;;;;;;;;;
IOT_absolute_monarchy;British Indian Ocean Territory;;;;;;;;;;;;;
IOT_prussian_constitutionalism;British Indian Ocean Territory;;;;;;;;;;;;;
IOT_dominion;British Indian Ocean Territory;;;;;;;;;;;;;
IOT_colonial_company;British Indian Ocean Territory;;;;;;;;;;;;;
IOT_hms_government;British Indian Ocean Territory;;;;;;;;;;;;;
IOT_ADJ;British;;;;;;;;;;;;;
IOT;Chagos Islands;;;;;;;;;;;;;
IOT_democracy_ADJ;Chagossian;;;;;;;;;;;;;
MAU;Mauritius;;;;;;;;;;;;;
MAU_ADJ;Mauritian;;;;;;;;;;;;;
MAU_liberal;Mauritius People's Progressive Front ;;;;;;;;;;;;;
MAU_conservative;Mauritius Democratic Party;;;;;;;;;;;;;
MAU_socialist;Mauritius People's United Party;;;;;;;;;;;;;
MAU_reactionary;Taxpayers Association;;;;;;;;;;;;;
MAU_anarcho_liberal;National Union for Democracy and Progress;;;;;;;;;;;;;
MAU_communist;Communist Party of Mauritius;;;;;;;;;;;;;
MAU_fascist;Mauritius Patriotic Front;;;;;;;;;;;;;
SEY;Seychelles;;;;;;;;;;;;;
SEY_ADJ;Seychelloise;;;;;;;;;;;;;
SEY_liberal;Seychelles People's Progressive Front ;;;;;;;;;;;;;
SEY_conservative;Seychelles Democratic Party;;;;;;;;;;;;;
SEY_socialist;Seychelles People's United Party;;;;;;;;;;;;;
SEY_reactionary;Taxpayers Association;;;;;;;;;;;;;
SEY_anarcho_liberal;National Union for Democracy and Progress;;;;;;;;;;;;;
SEY_communist;Communist Party of Seychelles;;;;;;;;;;;;;
SEY_fascist;Seychelles Patriotic Front;;;;;;;;;;;;;
BEL_colonial_company;Flandern-Wallonien;;;;;;;;;;;;;
BEL_dominion;Flandern-Wallonien;;;;;;;;;;;;;
ION;The Ionian Islands;;;;;;;;;;;;;
ION_democracy;The Septinsular Republic;;;;;;;;;;;;;
HGL_ADJ;German;;;;;;;;;;;;;
HGL;Heligoland;;;;;;;;;;;;;
MSK_ADJ;Miskito;;;;;;;;;;;;;
MSK;Miskito Coast;;;;;;;;;;;;;
MSK_absolute_monarchy;The Mosquito Kingdom;;;;;;;;;;;;;
MSK_prussian_constitutionalism;The Mosquito Kingdom;;;;;;;;;;;;;
MSK_hms_government;The Mosquito Kingdom;;;;;;;;;;;;;
MSK_colonial_company;Reserva Mosquitia;;;;;;;;;;;;;
MSK_dominion;Reserva Mosquitia;;;;;;;;;;;;;
BLZ_colonial_company;British Honduras;;;;;;;;;;;;;
BLZ_dominion;British Honduras;;;;;;;;;;;;;
MGL_colonial_company;Wai Menggu;;;;;;;;;;;;;
MGL_theocracy;Bogd Khaanate;;;;;;;;;;;;;
MGL_proletarian_dictatorship;Mongolian People's Republic;;;;;;;;;;;;;
ALS_colonial_company;Elsass-Lothringen;;;;;;;;;;;;;
ALS_dominion;Elsass-Lothringen;;;;;;;;;;;;;
MCK_absolute_monarchy;Manchukuo;;;;;;;;;;;;;
MCK_prussian_constitutionalism;Manchukuo;;;;;;;;;;;;;
MCK_hms_government;Manchukuo;;;;;;;;;;;;;
MCK_colonial_company;Guandong;;;;;;;;;;;;;
TST;Alto Adige;;;;;;;;;;;;;
TST_colonial_company;Südtirol;;;;;;;;;;;;;
LOM_colonial_company;Lombardo–Venetien;;;;;;;;;;;;;
LOM_dominion;Lombardo–Venetien;;;;;;;;;;;;;
HQJ_ADJ;Chinese;;;;;;;;;;;;;
HQJ;Heiqi Jun;;;;;;;;;;;;;
HQJ_conservative;Liu Yongfu;;;;;;;;;;;;;
BUR_conservative;Konbaung Dynasty;;;;;;;;;;;;;
SIA_reactionary;Kong Thap Bok Thai;;;;;;;;;;;;;
SIA_fascist;Khana Ratsadon;;;;;;;;;;;;;
SIA_communist;Communist Party of Thailand;;;;;;;;;;;;;
SIA_conservative;Ratchawong Chakkri;;;;;;;;;;;;;
SIA_liberal;Ratchawong Chakkri;;;;;;;;;;;;;
SPA_democracy;The Spanish Republic;;;;;;;;;;;;;
SPA_proletarian_dictatorship;The Spanish Republic;;;;;;;;;;;;;
SPA_presidential_dictatorship;The Spanish State;;;;;;;;;;;;;
SPA_fascist_dictatorship;The Spanish State;;;;;;;;;;;;;
EGY_absolute_monarchy;The Sultanate of Egypt;;;;;;;;;;;;;
EGY_prussian_constitutionalism;The Egyptian Kingdom;;;;;;;;;;;;;
EGY_hms_government;The Egyptian Kingdom;;;;;;;;;;;;;
EGY_colonial_company;The Khedivate of Egypt;;;;;;;;;;;;;
KWT;The Sheikhdom of Kuwait;;;;;;;;;;;;;
KWT_ADJ;Kuwaiti;;;;;;;;;;;;;
SYR_dominion;Grand Liban;;;;;;;;;;;;;
SYR_colonial_company;Grand Liban;;;;;;;;;;;;;
HDJ_colonial_company;Hejaz Vilayet;;;;;;;;;;;;;
HDJ_absolute_monarchy;Hejaz;;;;;;;;;;;;;
HDJ_prussian_constitutionalism;Hejaz;;;;;;;;;;;;;
HDJ_hms_government;Hejaz;;;;;;;;;;;;;
CAL;The California Republic;;;;;;;;;;;;;
BAN_colonial_company;Freistaat Banat;;;;;;;;;;;;;
BAN_dominion;Freistaat Banat;;;;;;;;;;;;;
SIE_colonial_company;Siebenburgen;;;;;;;;;;;;;
SIE_dominion;Siebenburgen;;;;;;;;;;;;;
SIE_colonial_company_ADJ;Siebenbürger;;;;;;;;;;;;;
SIE_dominion_ADJ;Siebenbürger;;;;;;;;;;;;;
SIE_reactionary;Sachsen Landtag;;;;;;;;;;;;;
SIE_conservative;Unio Trium Nationum;;;;;;;;;;;;;
LBY_colonial_company;Libia;;;;;;;;;;;;;
ETH_absolute_monarchy;Abyssinia;;;;;;;;;;;;;
ETH_colonial_company;Africa Orientale;;;;;;;;;;;;;
BUR_absolute_monarchy;The Konbaung Dynasty;;;;;;;;;;;;;
IVC_colonial_company;Cote d'Ivoire;;;;;;;;;;;;;
IVC_dominion;Cote d'Ivoire;;;;;;;;;;;;;
CAR_colonial_company;Afrique Equatoriale;;;;;;;;;;;;;
VLK_colonial_company;Zuidafrika;;;;;;;;;;;;;
VLK_dominion;Zuidafrika;;;;;;;;;;;;;
KOR_colonial_company;Chosen;;;;;;;;;;;;;
KOR_dominion;Chosen;;;;;;;;;;;;;
TAI_colonial_company;Takasago;;;;;;;;;;;;;
TAI_dominion;Takasago;;;;;;;;;;;;;
SAF_hms_government;The Union of South Africa;;;;;;;;;;;;;
SAF_colonial_company;The Cape Colony;;;;;;;;;;;;;
SAF_dominon;The Cape Colony;;;;;;;;;;;;;
PHL_colonial_company;Las Filipinas;;;;;;;;;;;;;
MAD_absolute_monarchy;The Merina Kingdom;;;;;;;;;;;;;
MAD_colonial_company;Protectorat de Madagascar;;;;;;;;;;;;;
KNY_colonial_company;East Africa;;;;;;;;;;;;;
KNY_dominion;The Dominion of East Africa;;;;;;;;;;;;;
NGR_colonial_company;West Africa;;;;;;;;;;;;;
NGR_dominion;West Africa;;;;;;;;;;;;;
IRE_fascist_dictatorship;Eire;;;;;;;;;;;;;
IRE_colonial_company;The Irish Dominion;;;;;;;;;;;;;
IRE_dominion;The Irish Free State;;;;;;;;;;;;;
UBD_absolute_monarchy;The United Baltic Duchy;;;;;;;;;;;;;
UBD_prussian_constitutionalism;The United Baltic Duchy;;;;;;;;;;;;;
UBD_hms_government;The United Baltic Duchy;;;;;;;;;;;;;
UBD_colonial_company;Baltiyskiy Guberniya;;;;;;;;;;;;;
UBD_dominon;Baltiyskiy Guberniya;;;;;;;;;;;;;
HND_colonial_company;The Raj;;;;;;;;;;;;;
HND_dominon;The Dominion of India;;;;;;;;;;;;;
TCA_colonial_company;Kavkaz Namestnik;;;;;;;;;;;;;
DAI_colonial_company;Indochine;;;;;;;;;;;;;
INO_colonial_company;Oost-Indie;;;;;;;;;;;;;
LSK_colonial_company;Alyaska;;;;;;;;;;;;;
PPG_colonial_company;Neuguinea;;;;;;;;;;;;;
MOZ_colonial_company;Mocambique;;;;;;;;;;;;;
CMR_colonial_company;Kamerun;;;;;;;;;;;;;
ALD_colonial_company;Algerie;;;;;;;;;;;;;
ALD_dominion;Algerie;;;;;;;;;;;;;
COL_hms_government;The Dominion of Columbia;;;;;;;;;;;;;
NMB_colonial_company;Südwestafrika;;;;;;;;;;;;;
NMB_dominon;Südwestafrika;;;;;;;;;;;;;
TNZ_colonial_company;Ostafrika;;;;;;;;;;;;;
TNZ_dominion;Ostafrika;;;;;;;;;;;;;
AUS_absolute_monarchy;The Austrian Empire;;;;;;;;;;;;;
AUS_prussian_constitutionalism;The Austrian Empire;;;;;;;;;;;;;
MML;Memelland;;;;;;;;;;;;;
MML_ADJ;Memeler;;;;;;;;;;;;;
LAU;Saxe-Lauenburg;;;;;;;;;;;;;
LAU_ADJ;Saxon;;;;;;;;;;;;;
MRU_conservative;The Maritimes Conservatives;;;;;;;;;;;;;
MRU_socialist;Socialist Party of the Maritimes;;;;;;;;;;;;;
MRU_reactionary;Maritimes Tories;;;;;;;;;;;;;
NET;The Netherlands;Pays-Bas;Niederlande;;Holanda;;;;;;;;;
SMR_fascist;Partito Fascista Sammarinese;;;;;;;;;;;;;
SMR;San Marino;;;;;;;;;;;;;
SMR_ADJ;Sammarinese;;;;;;;;;;;;;
MON_theocracy;The Prince-Bishopric of Montenegro;;;;;;;;;;;;;
KUK_democracy;The Austro-Hungarian Confederation;;;;;;;;;;;;;
KUK_democracy_ADJ;Austro-Hungarian;Danubien;Donau-;;danubiana;;;;;;;;;
RUS_absolute_monarchy;The Russian Empire;;;;;;;;;;;;;
RUS_prussian_constitutionalism;The Russian Empire;;;;;;;;;;;;;
RUS_hms_government;The Russian Empire;;;;;;;;;;;;;
RUS_democracy;The Russian Federative Republic;;;;;;;;;;;;;
ITA_absolute_monarchy;The Kingdom of Italy;;;;;;;;;;;;;
ITA_prussian_constitutionalism;The Kingdom of Italy;;;;;;;;;;;;;
ITA_hms_government;The Kingdom of Italy;;;;;;;;;;;;;
UCA_colonial_company;Virreynato de Nueva Espana;;;;;;;;;;;;;
VNS_colonial_company;Virreynato de Nueva Espana;;;;;;;;;;;;;
VNS;Nueva Espana;;;;;;;;;;;;;
VNS_ADJ;Spanish;;;;;;;;;;;;;
CGC_colonial_company;Capitania General de Chile;;;;;;;;;;;;;
CGC;Chile;;;;;;;;;;;;;
CGC_ADJ;Spanish;;;;;;;;;;;;;
VNG_colonial_company;Virreinato de la Nueva Granada;;;;;;;;;;;;;
VNG;Nueva Granada;;;;;;;;;;;;;
VNG_ADJ;Spanish;;;;;;;;;;;;;
VLP_colonial_company;Virreinato del Río de la Plata;;;;;;;;;;;;;
VLP;Río de la Plata;;;;;;;;;;;;;
VLP_ADJ;Spanish;;;;;;;;;;;;;
VOP_colonial_company;Virreinato del Peru;;;;;;;;;;;;;
VOP;Peru;;;;;;;;;;;;;
VOP_ADJ;Spanish;;;;;;;;;;;;;
LOM_presidential_dictatorship;The Provisional Government of Milan;;;;;;;;;;;;;
LOM_presidential_dictatorship_ADJ;Milanese;Milanese;Milanese;;;;;;;;;;;
LOM_democracy;The Provisional Government of Milan;;;;;;;;;;;;;
LOM_democracy_ADJ;Milanese;Milanese;Milanese;;;;;;;;;;;
JAP_prussian_constitutionalism;The Empire of Japan;;;;;;;;;;;;;
JAP_hms_government;The Empire of Japan;;;;;;;;;;;;;
JAP_absolute_monarchy_ADJ;Nippon;Nippon;Nippon;;;;;;;;;;;
MEX_absolute_monarchy;The Empire of Mexico;Empire du Mexique;Mexikanisches Kaiserreich;;Imperio de México;;;;;;;;;
MEX_prussian_constitutionalism;The Empire of Mexico;Empire du Mexique;Mexikanisches Kaiserreich;;Imperio de México;;;;;;;;;
MEX_hms_government;The Empire of Mexico;Empire du Mexique;Mexikanisches Kaiserreich;;Imperio de México;;;;;;;;;
FRA_proletarian_dictatorship;The Commune of France;;;;;;;;;;;;;
FRA_presidential_dictatorship;The French Republic;;;;;;;;;;;;;
FRA_bourgeois_dictatorship;The French Republic;;;;;;;;;;;;;
FRA_fascist_dictatorship;The French State;;;;;;;;;;;;;
FRA_democracy;The French Republic;;;;;;;;;;;;;
FRA_absolute_monarchy;The French Empire;;;;;;;;;;;;;
FRA_prussian_constitutionalism;The French Empire;;;;;;;;;;;;;
FRA_hms_government;The Kingdom of France;;;;;;;;;;;;;
GER_absolute_monarchy;The German Empire;;;;;;;;;;;;;
GER_prussian_constitutionalism;The German Empire;;;;;;;;;;;;;
GER_hms_government;The German Empire;;;;;;;;;;;;;
WSF;Zapadoslavia;;;;;;;;;;;;;
WSF_ADJ;Zapadoslav;;;;;;;;;;;;;
CRB;Caribbean Federation;;;;;;;;;;;;;
CRB_ADJ;Caribbean;;;;;;;;;;;;;
CRB_absolute_monarchy;Caribbean Federation;;;;;;;;;;;;;
CRB_prussian_constitutionalism;Caribbean Federation;;;;;;;;;;;;;
CRB_hms_government;Caribbean Federation;;;;;;;;;;;;;
CRB_democracy;Caribbean Federation;;;;;;;;;;;;;
CRB_proletarian_dictatorship;Caribbean People's Republic;;;;;;;;;;;;;
CRB_fascist_dictatorship;Caribbean Empire;;;;;;;;;;;;;
SDB;The Sonderbund;;;;;;;;;;;;;
SDB_ADJ;Sonderbund;;;;;;;;;;;;;
SDB_democracy;The Sonderbund;;;;;;;;;;;;;
NIA;Nianjun;;;;;;;;;;;;;
NIA_absolute_monarchy;Nianjun;;;;;;;;;;;;;
NIA_ADJ;Nian;;;;;;;;;;;;;
NIA_conservative;Zhang Lexing Faction;;;;;;;;;;;;;
IMG;Mengjiang;;;;;;;;;;;;;
IMG_colonial_company;Nei Menggu;;;;;;;;;;;;;
IMG_ADJ;Mongolian;;;;;;;;;;;;;
GUI;Guizhou;;;;;;;;;;;;;
GUI_ADJ;Guizhou;;;;;;;;;;;;;
LEG;Tientsin;;;;;;;;;;;;;
LEG_ADJ;Chinese;;;;;;;;;;;;;
LEG_colonial_company;The Tientsin Concessions;;;;;;;;;;;;;
LEG_dominion;The Tientsin Concessions;;;;;;;;;;;;;
LEG_republic;The Legation Cities;;;;;;;;;;;;;
LEG_absolute_monarchy;Tianjin;;;;;;;;;;;;;
LEG_hms_government;The Orient;;;;;;;;;;;;;
LEG_presidential_dictatorship;The Legation Cities;;;;;;;;;;;;;
ATB;Saxe-Altenburg;;;;;;;;;;;;;
ATB_ADJ;Saxon;Saxon;Saxon;;;;;;;;;;;
MNC_ADJ;Monegasc;Monegasc;Monegasc;;;;;;;;;;;
MNC;Monaco;Monaco;Monaco;;;;;;;;;;;
MNC_conservative_92;Conservatives;Conservatives;Conservatives;;;;;;;;;;;
MNC_liberal_79;Liberals;Liberals;Liberals;;;;;;;;;;;
MNC_liberal_87;National Liberals;National Liberals;National Liberals;;;;;;;;;;;
MNC_socialist_85;Socialists;Socialists;Socialists;;;;;;;;;;;
MNC_socialist_99;National Socialists;National Socialists;National Socialists;;;;;;;;;;;
MNC_reactionary_84;Monarchy Leadership;Monarchy Leadership;Monarchy Leadership;;;;;;;;;;;
MNC_anarcho_liberal_93;Radical Liberals;Radical Liberals;Radical Liberals;;;;;;;;;;;
MNC_communist_86;Communists;Communists;Communists;;;;;;;;;;;
MNC_fascist_72;Fascists;Fascists;Fascists;;;;;;;;;;;
ADO;Andorra;;;;;;;;;;;;;
ADO_ADJ;Andorran;;;;;;;;;;;;;
LIE;Liechtenstein;;;;;;;;;;;;;
LIE_ADJ;Liechtensteinen;;;;;;;;;;;;;
SCL;Schaumburg-Lippe;;;;;;;;;;;;;
SCL_ADJ;Schaumburgen;;;;;;;;;;;;;
REU;Reuss;;;;;;;;;;;;;
REU_ADJ;Reussian;;;;;;;;;;;;;
SWG;Schwarzburg;;;;;;;;;;;;;
SWG_ADJ;Schwarzburgen;;;;;;;;;;;;;
WLD;Waldeck-Pyrmont;;;;;;;;;;;;;
WLD_ADJ;Waldeck;;;;;;;;;;;;;
RUM;Eastern Rumelia;;;;;;;;;;;;;
RUM_ADJ;Eastern Rumelian;;;;;;;;;;;;;
SAM;Samos;;;;;;;;;;;;;
SAM_ADJ;Greek;;;;;;;;;;;;;
URP;The United Principalities;;;;;;;;;;;;;
URP_ADJ;Romanian;;;;;;;;;;;;;
