Key;English;French;German;Polish;Spanish;Italian;Swedish;Czech;Hungarian;Dutch;Portuguese;Russian;Finnish;
IS_NOT_UNION_CULTURE;Is NOT union culture of ;;;;;;;;;;;;;
IS_NOT_CULTURE_GROUP;Culture Group is NOT;;;;;;;;;;;;;
NOT_WORK_AVAILABLE;No work available for;;;;;;;;;;;;;
POP_NOT_OF_CULTURE;are NOT $WHAT$.;;;;;;;;;;;;;
POP_NOT_OF_RELIGION;are NOT $WHAT$.;;;;;;;;;;;;;
MODIFIER_ADDED;* $WHERE$ gets '即$WHAT$劬' until 即$DATE$劬\n[EFFECTS]:\n$EFFECT$\n\n;;;;;;;;;;;;;
ALL_POPS_IN;All pops [in 即$LOC$劬]:\n;;;;;;;;;;;;;
ALL_POPS_IN_THAT;All pops [in 即$LOC$劬] where\n the following [CONDITIONS] apply:;;;;;;;;;;;;;
ALL_COUNTRIES_THAT_EFF;All countries where\n the following [CONDITIONS] apply:;;;;;;;;;;;;;
AND_TRIGGER_STARTS;低All of the below劬;;;;;;;;;;;;;
OR_TRIGGER_STARTS;低One of the following must be true劬;;;;;;;;;;;;;
OR_TRIG_SHORT;低Either...劬;;;;;;;;;;;;;
IS_CIVILIZED;# Is civilized.;;;;;;;;;;;;;
IS_NOT_CIVILIZED;# Is NOT civilized.;;;;;;;;;;;;;
HAVE_PRESTIGE_LESS_THAN;# Prestige less than;;;;;;;;;;;;;
HAVE_PRESTIGE_MORE_THAN;# Prestige at least;;;;;;;;;;;;;
HAVE_LESS_DIPLOMATIC_RELATION;# Lower relations than;;;;;;;;;;;;;
LIFERATING_EFFECT;* $DIRECTION$ $VALUE$ liferating.\n;;;;;;;;;;;;;
BADBOY_EFFECT;* $DIRECTION$ $VALUE$ infamy.\n;;;;;;;;;;;;;
SCHOOL_EFFECT;* Change Tech School to:\n 即$NAME$劬\n\n[Tech School Modifiers]\n;;;;;;;;;;;;;
TECHNOLOGYVIEW_ADMINISTRATION;Tech School:;;;;;;;;;;;;;
ENABLE_BUILDING_TECH;Unlocks:;;;;;;;;;;;;;
ANY_OWNED_LIMITED;All provinces where\n the following [CONDITIONS] apply:\n;;;;;;;;;;;;;
ACTIVATE_GOODS;Unlocks: ;;;;;;;;;;;;;
INFLUENCE_CHANGE_SHORT;* Influence in 即$PASSIVE$劬 changed by $MUCH$.\n;;;;;;;;;;;;;
HAVE_DIPLOMATIC_RELATION;Has relation of;;;;;;;;;;;;;
IS_NOT_SPHERELEADER_OF;Has NOT $ADJ$ in their sphere of influence.;;;;;;;;;;;;;
IS_SPHERELEADER_OF;Has $ADJ$ in their sphere of influence.;;;;;;;;;;;;;
NEW_CORE_EFFECT_TAG;* $TAG$ will gain a core.\n;;;;;;;;;;;;;
NEW_CORE_EFFECT_TAG2;* $TAG$ will gain a core on 即$NEW$劬.\n;;;;;;;;;;;;;
ADD_BUILDING_EFFECT;* Gain level 即$VALUE$劬 即$BUILDING$劬 in 即$PROVINCE$劬.\n;;;;;;;;;;;;;
RELEASE_VASSAL_EFFECT;* Release 即$TARGET$劬 from its puppet status.\n;;;;;;;;;;;;;
ENABLE_UNIT_TECH;Allows construction of ;;;;;;;;;;;;;
TECH_DAILY_RESEARCHPOINTS_TOTAL_TOOLTIP;____________________________________\nDaily research points: 佈+$VALUE$劬;;;;;;;;;;;;;
TECH_DAILY_LEADERSHIP_TOTAL_TOOLTIP;____________________________________\nMonthly leadership: 佈+$VALUE$劬;;;;;;;;;;;;;
TECH_INVENTIONS_TOOLTIP;即Associated Inventions;;;;;;;;;;;;;
ENABLE_CRIME_TECH;Unlocked Crime:;;;;;;;;;;;;;
GRANT_MILITARY_ACCESS_EFFECT;* 即$TARGET_COUNTRY$劬 will grant 即$COUNTRY$劬 military access劬.\n;;;;;;;;;;;;;
REVOKE_MILITARY_ACCESS_EFFECT;* 即$COUNTRY$劬 will revoke military access with 即$TARGET_COUNTRY$劬.\n;;;;;;;;;;;;;
LOSE_CORE_EFFECT_2;* $WHO$ loses core on $LOSE$.\n;;;;;;;;;;;;;
